steps,rollout,stage,mean_return,mean_episode_length,policy_loss,value_loss,entropy,grad_norm
141312,138,1,43.119,5319.8,-0.0,0.228268,0.99118,0.03052
142336,139,1,43.119,5319.8,-0.0,0.288861,0.990388,0.049868
143360,140,1,43.119,5319.8,0.0,0.305248,0.990585,0.110666
144384,141,1,43.2115,5342.9,-0.0,0.312693,0.99063,0.067987
145408,142,1,43.2115,5342.9,-0.0,0.227422,0.990791,0.040274
146432,143,1,43.2115,5342.9,-0.0,0.24911,0.991629,0.044756
147456,144,1,43.2115,5342.9,-0.0,0.223094,0.991104,0.066532
148480,145,1,43.2115,5342.9,-0.0,0.225984,0.990143,0.026776
149504,146,1,43.2115,5342.9,-0.0,0.204667,0.990799,0.022898
150528,147,1,43.1911,5369.6,0.0,0.206564,0.991097,0.014607
151552,148,1,43.1911,5369.6,0.0,0.357165,0.98941,0.107334
152576,149,1,43.1911,5369.6,-0.0,0.248656,0.990618,0.025077
153600,150,1,43.1911,5369.6,-0.0,0.229254,0.990938,0.023907
154624,151,1,43.0664,5326.1,0.0,0.436497,0.990743,0.169938
155648,152,1,43.0664,5326.1,-0.0,0.283418,0.990193,0.071469
156672,153,1,43.0664,5326.1,0.0,0.235446,0.990783,0.01767
157696,154,1,43.0664,5326.1,0.0,0.265564,0.990154,0.081332
158720,155,1,43.0664,5326.1,-0.0,0.309629,0.990031,0.046791
159744,156,1,42.991,5323.5,-0.0,0.22704,0.990722,0.022019
160768,157,1,42.991,5323.5,0.0,0.246019,0.990035,0.024317
161792,158,1,42.991,5323.5,-0.0,0.340242,0.99125,0.113508
162816,159,1,42.991,5323.5,-0.0,0.239644,0.990858,0.033031
163840,160,1,42.991,5323.5,0.0,0.312346,0.990952,0.067077
164864,161,1,42.9432,5297.8,0.0,0.269026,0.990783,0.065238
165888,162,1,42.9432,5297.8,-0.0,0.341426,0.990047,0.071306
166912,163,1,42.9432,5297.8,-0.0,0.267966,0.990695,0.055542
167936,164,1,42.9432,5297.8,0.0,0.267603,0.990953,0.071695
168960,165,1,42.9432,5297.8,0.0,0.173187,0.990916,0.054735
169984,166,1,42.852,5280.3,-0.0,0.30078,0.990617,0.070663
171008,167,1,42.852,5280.3,-0.0,0.342115,0.990712,0.109759
172032,168,1,42.852,5280.3,0.0,0.163219,0.990764,0.033996
173056,169,1,42.852,5280.3,-0.0,0.28612,0.990778,0.034569
174080,170,1,42.793,5264.0,-0.0,0.247998,0.990587,0.057922
175104,171,1,42.793,5264.0,-0.0,0.238922,0.990068,0.02649
176128,172,1,42.793,5264.0,0.0,0.226727,0.989639,0.025121
177152,173,1,42.793,5264.0,-0.0,0.232002,0.989717,0.036827
178176,174,1,42.793,5264.0,0.0,0.186163,0.990374,0.02414
179200,175,1,42.793,5264.0,-0.0,0.276289,0.990619,0.076212
180224,176,1,42.8346,5271.3,0.0,0.44901,0.990374,0.108282
181248,177,1,42.8346,5271.3,-0.0,0.263548,0.99062,0.027443
182272,178,1,42.8346,5271.3,-0.0,0.237402,0.990568,0.019323
183296,179,1,42.8346,5271.3,-0.0,0.212814,0.990162,0.017494
184320,180,1,42.8216,5264.1,-0.0,0.218972,0.990887,0.066568
185344,181,1,42.8216,5264.1,0.0,0.172176,0.990815,0.011531
186368,182,1,42.8216,5264.1,-0.0,0.219392,0.990621,0.011162
187392,183,1,42.8216,5264.1,-0.0,0.253679,0.990885,0.017261
188416,184,1,42.8216,5264.1,0.0,0.190438,0.990219,0.012948
189440,185,1,42.8216,5264.1,0.0,0.253822,0.991462,0.040013
190464,186,1,42.8161,5278.3,-0.0,0.19356,0.990444,0.042716
191488,187,1,42.8161,5278.3,-0.0,0.213479,0.990886,0.022827
192512,188,1,42.8161,5278.3,-0.0,0.312966,0.990387,0.059594
193536,189,1,42.8161,5278.3,-0.0,0.187819,0.990579,0.047363
194560,190,1,42.8161,5278.3,0.0,0.29568,0.990796,0.086015
195584,191,1,42.8218,5276.3,-0.0,0.255958,0.99026,0.058371
196608,192,1,42.8218,5276.3,0.0,0.409045,0.990342,0.130321
197632,193,1,42.8218,5276.3,-0.0,0.287051,0.990417,0.089609
198656,194,1,42.8218,5276.3,0.0,0.265855,0.991193,0.025566
199680,195,1,42.7316,5235.6,-0.0,0.381821,0.990406,0.175992
200704,196,1,42.7316,5235.6,0.0,0.256783,0.99032,0.073829
201728,197,1,42.7316,5235.6,-0.0,0.300816,0.989848,0.078416
202752,198,1,42.7316,5235.6,-0.0,0.196228,0.991203,0.013983
203776,199,1,42.7316,5235.6,0.0,0.223898,0.99111,0.035291
204800,200,1,42.8421,5238.7,0.0,0.254829,0.990612,0.072563
205824,201,1,42.8421,5238.7,-0.0,0.20385,0.990847,0.04668
206848,202,1,42.8421,5238.7,-0.0,0.388031,0.990415,0.087717
