steps,rollout,stage,mean_return,mean_episode_length,policy_loss,value_loss,entropy,grad_norm
390144,381,1,42.668,5213.6,-0.0,0.298912,0.990413,0.07156
391168,382,1,42.7032,5212.4,-0.0,0.232807,0.990828,0.025767
392192,383,1,42.7032,5212.4,0.0,0.232647,0.990234,0.03638
393216,384,1,42.7032,5212.4,-0.0,0.158503,0.99015,0.101786
394240,385,1,42.7032,5212.4,0.0,0.373168,0.990392,0.041568
395264,386,1,42.7032,5212.4,0.0,0.188055,0.989395,0.057142
396288,387,1,42.7032,5212.4,-0.0,0.24572,0.990483,0.026084
397312,388,1,42.7235,5217.1,0.0,0.261457,0.990959,0.017195
398336,389,1,42.7235,5217.1,0.0,0.329027,0.990647,0.04712
399360,390,1,42.7235,5217.1,-0.0,0.458164,0.98994,0.117693
400384,391,1,42.6351,5193.3,0.0,0.298701,0.990527,0.053102
401408,392,1,42.6351,5193.3,0.0,0.259501,0.99028,0.044432
402432,393,1,42.6351,5193.3,0.0,0.411975,0.991417,0.043478
403456,394,1,42.6351,5193.3,-0.0,0.200835,0.990608,0.056226
404480,395,1,42.6351,5193.3,0.0,0.175154,0.989772,0.050949
405504,396,1,42.6299,5196.4,-0.0,0.291216,0.990786,0.066985
406528,397,1,42.6299,5196.4,-0.0,0.205167,0.990153,0.035411
407552,398,1,42.6299,5196.4,0.0,0.259268,0.991257,0.050999
408576,399,1,42.6299,5196.4,-0.0,0.181423,0.99047,0.038153
409600,400,1,42.6299,5196.4,-0.0,0.42868,0.990749,0.08132
410624,401,1,42.6299,5196.4,-0.0,0.197553,0.990745,0.026442
411648,402,1,42.6208,5202.4,-0.0,0.311707,0.990817,0.048811
412672,403,1,42.6208,5202.4,0.0,0.192511,0.990999,0.016671
413696,404,1,42.6208,5202.4,-0.0,0.224663,0.990165,0.077847
414720,405,1,42.6208,5202.4,-0.0,0.290428,0.990766,0.026982
415744,406,1,42.6357,5194.9,0.0,0.404433,0.99072,0.150315
416768,407,1,42.6357,5194.9,0.0,0.203108,0.989204,0.009222
417792,408,1,42.6357,5194.9,-0.0,0.208831,0.990518,0.018134
418816,409,1,42.6357,5194.9,0.0,0.218662,0.990493,0.044721
419840,410,1,42.6357,5194.9,-0.0,0.308156,0.991235,0.082685
420864,411,1,42.6366,5190.9,0.0,0.293662,0.990879,0.09126
421888,412,1,42.6366,5190.9,-0.0,0.216089,0.991469,0.031769
422912,413,1,42.6366,5190.9,0.0,0.253983,0.99041,0.029196
423936,414,1,42.6366,5190.9,-0.0,0.283281,0.990227,0.017043
424960,415,1,42.6366,5190.9,0.0,0.238374,0.990989,0.019751
425984,416,1,42.6701,5190.8,0.0,0.310039,0.990651,0.066148
427008,417,1,42.6701,5190.8,0.0,0.222292,0.9908,0.044111
428032,418,1,42.6701,5190.8,-0.0,0.334758,0.991084,0.05686
429056,419,1,42.6701,5190.8,-0.0,0.269494,0.989966,0.03325
430080,420,1,42.6869,5177.5,0.0,0.192672,0.990648,0.022154
431104,421,1,42.6869,5177.5,0.0,0.311126,0.989711,0.08505
432128,422,1,42.6869,5177.5,0.0,0.261247,0.990165,0.035402
433152,423,1,42.6869,5177.5,-0.0,0.308433,0.991243,0.019201
434176,424,1,42.6869,5177.5,-0.0,0.282699,0.991203,0.015262
435200,425,1,42.6764,5168.9,-0.0,0.294467,0.990832,0.016013
436224,426,1,42.6764,5168.9,-0.0,0.241019,0.990857,0.028026
437248,427,1,42.6764,5168.9,-0.0,0.216914,0.99107,0.040241
438272,428,1,42.6764,5168.9,-0.0,0.217927,0.990522,0.044572
439296,429,1,42.6764,5168.9,-0.0,0.178044,0.990565,0.122397
440320,430,1,42.6955,5177.9,-0.0,0.246851,0.991087,0.019008
441344,431,1,42.6955,5177.9,-0.0,0.198641,0.990597,0.025306
442368,432,1,42.6955,5177.9,0.0,0.370345,0.990647,0.050444
443392,433,1,42.6955,5177.9,-0.0,0.287247,0.990401,0.032187
444416,434,1,42.6955,5177.9,0.0,0.299276,0.991209,0.076596
445440,435,1,42.7191,5171.0,0.0,0.254094,0.989699,0.045953
446464,436,1,42.7191,5171.0,0.0,0.306098,0.989844,0.07012
447488,437,1,42.7191,5171.0,0.0,0.271923,0.990368,0.034123
448512,438,1,42.7191,5171.0,0.0,0.183523,0.990727,0.082098
449536,439,1,42.7191,5171.0,-0.0,0.194716,0.990082,0.073838
450560,440,1,42.7357,5172.0,-0.0,0.302306,0.990534,0.047829
451584,441,1,42.7357,5172.0,-0.0,0.259532,0.991236,0.070276
452608,442,1,42.7357,5172.0,0.0,0.176775,0.990897,0.069437
453632,443,1,42.7357,5172.0,-0.0,0.264611,0.989891,0.02224
454656,444,1,42.7357,5172.0,0.0,0.168861,0.991097,0.086984
455680,445,1,42.7381,5176.7,-0.0,0.334453,0.99116,0.038823
456704,446,1,42.7381,5176.7,-0.0,0.356835,0.990584,0.012577
457728,447,1,42.7381,5176.7,0.0,0.21363,0.99211,0.08139
458752,448,1,42.7381,5176.7,0.0,0.229154,0.991236,0.043072
459776,449,1,42.7381,5176.7,-0.0,0.223389,0.991187,0.015145
460800,450,1,42.7186,5176.6,0.0,0.275735,0.99082,0.015302
461824,451,1,42.7186,5176.6,-0.0,0.230454,0.990433,0.057862
462848,452,1,42.7186,5176.6,-0.0,0.236109,0.991229,0.037837
463872,453,1,42.7186,5176.6,0.0,0.210266,0.990567,0.040314
464896,454,1,42.7186,5176.6,-0.0,0.315738,0.991158,0.073872
465920,455,1,42.7186,5176.6,-0.0,0.174771,0.990472,0.127273
466944,456,1,42.7236,5181.0,-0.0,0.272438,0.990269,0.043496
467968,457,1,42.7236,5181.0,0.0,0.224021,0.991162,0.022344
468992,458,1,42.7236,5181.0,-0.0,0.244852,0.991202,0.009759
470016,459,1,42.7236,5181.0,-0.0,0.272977,0.990866,0.013148
471040,460,1,42.7161,5171.9,0.0,0.315736,0.991323,0.075632
472064,461,1,42.7161,5171.9,0.0,0.281193,0.9906,0.049552
473088,462,1,42.7161,5171.9,-0.0,0.231601,0.991531,0.027079
474112,463,1,42.7161,5171.9,0.0,0.29647,0.991419,0.031451
475136,464,1,42.7161,5171.9,-0.0,0.19131,0.990523,0.112438
476160,465,1,42.6771,5166.5,-0.0,0.243464,0.990338,0.066245
477184,466,1,42.6771,5166.5,0.0,0.27674,0.990747,0.02727
478208,467,1,42.6771,5166.5,-0.0,0.261743,0.990989,0.015203
479232,468,1,42.6771,5166.5,-0.0,0.250464,0.991146,0.039503
480256,469,1,42.6771,5166.5,-0.0,0.175079,0.991065,0.072019
481280,470,1,42.7028,5172.4,-0.0,0.267482,0.990285,0.017041
482304,471,1,42.7028,5172.4,0.0,0.31428,0.990616,0.073707
483328,472,1,42.7028,5172.4,-0.0,0.296027,0.990191,0.068614
484352,473,1,42.7028,5172.4,-0.0,0.258466,0.99064,0.030191
485376,474,1,42.7028,5172.4,-0.0,0.20188,0.990077,0.105368
486400,475,1,42.6843,5164.2,-0.0,0.208517,0.990435,0.02976
487424,476,1,42.6843,5164.2,-0.0,0.192597,0.990678,0.040927
488448,477,1,42.6843,5164.2,-0.0,0.193343,0.990798,0.032371
489472,478,1,42.6843,5164.2,0.0,0.197129,0.991127,0.051414
490496,479,1,42.6843,5164.2,0.0,0.288037,0.990848,0.037726
491520,480,1,42.6843,5164.2,-0.0,0.184508,0.990686,0.061789
492544,481,1,42.7402,5174.0,-0.0,0.283225,0.99063,0.051154
493568,482,1,42.7402,5174.0,-0.0,0.184215,0.991439,0.068803
494592,483,1,42.7402,5174.0,-0.0,0.325781,0.990942,0.092632
495616,484,1,42.7402,5174.0,0.0,0.205637,0.991471,0.050727
496640,485,1,42.7431,5173.3,0.0,0.27374,0.990552,0.019099
497664,486,1,42.7431,5173.3,-0.0,0.217772,0.990854,0.017099
498688,487,1,42.7431,5173.3,-0.0,0.25934,0.99154,0.055243
499712,488,1,42.7431,5173.3,0.0,0.314579,0.990975,0.0242
500736,489,1,42.7431,5173.3,0.0,0.281027,0.991021,0.016023
