steps,rollout,mean_return,mean_episode_length,policy_loss,value_loss,entropy,sr_loss,grad_norm
90624,354,25.7,550.0,-0.032897,0.575221,1.098504,0.049299,1.695662
90880,355,25.71,550.0,0.002486,0.246207,1.098492,0.046022,0.10609
91136,356,25.71,550.0,-0.002984,0.394175,1.098547,0.049614,0.158783
91392,357,25.71,550.0,-0.021453,0.331631,1.098534,0.045694,1.045858
91648,358,25.71,550.0,0.007074,0.317248,1.09855,0.046044,0.353841
91904,359,25.68,550.0,0.004466,0.221301,1.098561,0.046668,0.182878
92160,360,25.68,550.0,0.013643,0.609587,1.098576,0.047475,0.653847
92416,361,25.67,550.0,-0.029649,0.641943,1.098556,0.043441,1.415722
92672,362,25.67,550.0,0.008382,0.27297,1.098568,0.047081,0.393274
92928,363,25.67,550.0,0.020906,0.59427,1.098545,0.044797,0.936287
93184,364,25.72,550.0,0.010439,0.589277,1.09855,0.046532,0.486297
93440,365,25.72,550.0,0.009039,0.458407,1.098546,0.046,0.427899
93696,366,25.72,550.0,-0.010826,0.68932,1.098558,0.048268,0.554351
93952,367,25.72,550.0,0.005424,0.192894,1.098574,0.048629,0.262167
94208,368,25.68,550.0,-0.001863,0.234724,1.098561,0.046154,0.122188
94464,369,25.68,550.0,-0.019734,0.373076,1.098575,0.04752,0.959357
94720,370,25.66,550.0,-0.014925,0.589479,1.098565,0.044689,0.716222
94976,371,25.66,550.0,0.002862,0.179655,1.098569,0.045493,0.14706
95232,372,25.7,550.0,0.019072,0.328406,1.098577,0.048096,0.887386
95488,373,25.7,550.0,-0.004474,0.338562,1.098575,0.048265,0.212358
95744,374,25.81,550.0,0.01254,0.306186,1.098562,0.047229,0.562891
96000,375,25.81,550.0,-0.018784,0.297003,1.098556,0.047298,0.905149
96256,376,25.81,550.0,0.002078,0.414219,1.098538,0.046325,0.083936
96512,377,25.81,550.0,-0.010496,0.224749,1.098541,0.048022,0.49118
96768,378,25.81,550.0,0.010571,0.245746,1.098543,0.047818,0.512218
97024,379,25.8,550.0,-0.018877,0.353883,1.098524,0.046615,0.917573
97280,380,25.8,550.0,0.033985,0.515999,1.098531,0.047674,1.623548
97536,381,25.79,550.0,-0.01949,0.39244,1.098521,0.048011,0.929709
97792,382,25.79,550.0,-0.0133,0.392781,1.098522,0.047221,0.625208
98048,383,25.67,550.0,-0.001029,0.357048,1.098522,0.04744,0.075382
98304,384,25.67,550.0,-0.007031,0.385628,1.09851,0.045161,0.32266
98560,385,25.66,550.0,-0.029149,0.435703,1.098531,0.048301,1.33258
98816,386,25.66,550.0,0.012468,0.231145,1.09853,0.046895,0.571999
99072,387,25.65,550.0,-0.021113,0.538814,1.098514,0.04511,0.980951
99328,388,25.65,550.0,0.02879,0.588205,1.098531,0.046883,1.247501
99584,389,25.61,550.0,0.000434,0.277301,1.098533,0.047971,0.055107
99840,390,25.61,550.0,0.027008,0.650824,1.098499,0.044364,1.189826
100096,391,25.61,550.0,-0.002334,0.365095,1.098506,0.044371,0.116946
100352,392,25.65,550.0,0.017262,0.59866,1.098516,0.045616,0.709019
100608,393,25.65,550.0,0.010869,0.228043,1.098532,0.046682,0.489584
100864,394,25.68,550.0,0.02625,0.93671,1.098518,0.045426,1.165732
101120,395,25.68,550.0,-0.017926,0.620819,1.098542,0.047403,0.811814
101376,396,25.59,550.0,0.004381,0.241444,1.098538,0.046415,0.16921
101632,397,25.59,550.0,0.009415,0.191301,1.098552,0.046975,0.431474
101888,398,25.57,550.0,-0.00687,0.329223,1.098547,0.046212,0.3459
102144,399,25.57,550.0,0.006536,0.177669,1.098557,0.046445,0.290458
102400,400,25.54,550.0,0.01741,0.533624,1.098563,0.047077,0.765335
102656,401,25.54,550.0,0.016922,0.566685,1.098565,0.045889,0.808246
102912,402,25.5,550.0,-0.015092,0.236578,1.098574,0.047111,0.742965
103168,403,25.5,550.0,-0.005181,0.241557,1.098583,0.04727,0.24141
103424,404,25.53,550.0,-0.003267,0.317046,1.09858,0.045626,0.172687
103680,405,25.53,550.0,0.041956,0.657265,1.098591,0.047766,2.03248
103936,406,25.53,550.0,-0.007984,0.521504,1.098596,0.050052,0.394262
104192,407,25.55,550.0,-0.015921,0.4083,1.098591,0.048576,0.76115
104448,408,25.55,550.0,-0.006504,0.24476,1.098592,0.045902,0.3096
104704,409,25.55,550.0,0.000277,0.47448,1.098588,0.046634,0.050585
104960,410,25.55,550.0,-0.028589,0.492769,1.098588,0.046652,1.30834
105216,411,25.54,550.0,0.036247,0.603809,1.098581,0.046666,1.699704
105472,412,25.54,550.0,0.029851,0.610331,1.098577,0.047062,1.419115
105728,413,25.6,550.0,0.00466,0.56642,1.098568,0.0479,0.193913
105984,414,25.6,550.0,-0.020615,0.290478,1.098571,0.046236,0.943726
106240,415,25.54,550.0,-0.015709,0.395105,1.098567,0.046215,0.760251
106496,416,25.54,550.0,0.010396,0.168806,1.098566,0.046978,0.489334
106752,417,25.54,550.0,-0.011577,0.393507,1.098567,0.046871,0.569882
107008,418,25.54,550.0,0.026913,0.354157,1.098565,0.046711,1.219872
107264,419,25.65,550.0,0.035887,1.008824,1.098565,0.04653,1.679747
107520,420,25.65,550.0,-0.001624,0.282654,1.098559,0.047055,0.074349
107776,421,25.65,550.0,-0.016461,0.361901,1.098557,0.046691,0.738306
108032,422,25.64,550.0,0.025457,0.40714,1.098555,0.046577,1.191812
108288,423,25.64,550.0,0.013043,0.48466,1.098556,0.046207,0.634254
108544,424,25.69,550.0,-0.025434,0.436802,1.098555,0.04557,1.227012
108800,425,25.69,550.0,0.009002,0.403633,1.098552,0.045663,0.414759
109056,426,25.59,550.0,-0.016242,0.238823,1.098528,0.048532,0.779696
109312,427,25.59,550.0,-0.004962,0.259232,1.09853,0.046108,0.242174
109568,428,25.59,550.0,0.01244,0.859167,1.098506,0.0478,0.562436
109824,429,25.59,550.0,-0.030089,0.485345,1.09852,0.044707,1.40007
110080,430,25.61,550.0,-0.032079,0.622487,1.098529,0.045976,1.534945
110336,431,25.61,550.0,-0.003901,0.709383,1.098539,0.046224,0.188467
110592,432,25.65,550.0,0.021627,0.463315,1.098552,0.047074,0.962216
110848,433,25.65,550.0,-0.022124,0.334908,1.098559,0.047282,1.040796
111104,434,25.52,550.0,-0.022997,0.457312,1.098574,0.046183,1.082702
111360,435,25.52,550.0,0.028607,0.468123,1.098577,0.04737,1.321477
111616,436,25.52,550.0,-0.002764,0.259064,1.098586,0.045683,0.121037
111872,437,25.54,550.0,0.021844,0.47543,1.098584,0.047312,0.971547
112128,438,25.54,550.0,-0.007433,0.222249,1.098584,0.045092,0.340992
112384,439,25.52,550.0,0.005897,0.33528,1.098578,0.046727,0.252603
112640,440,25.52,550.0,-0.01463,0.346031,1.098581,0.048399,0.639647
112896,441,25.48,550.0,0.006254,0.291635,1.098561,0.046809,0.269085
113152,442,25.48,550.0,0.016443,0.232879,1.098559,0.047104,0.741744
113408,443,25.44,550.0,0.007382,0.281639,1.098544,0.047399,0.304634
113664,444,25.44,550.0,-0.008359,0.177822,1.09854,0.047537,0.380998
113920,445,25.46,550.0,0.027555,0.796307,1.098531,0.04816,1.248586
114176,446,25.46,550.0,-9e-06,0.218729,1.098508,0.046831,0.01175
114432,447,25.43,550.0,0.000667,0.245837,1.098513,0.049431,0.037576
114688,448,25.43,550.0,0.016515,0.431755,1.098477,0.047149,0.760764
114944,449,25.43,550.0,0.003783,0.190079,1.098464,0.047358,0.178073
115200,450,25.47,550.0,0.006944,0.239871,1.098434,0.046999,0.30502
115456,451,25.47,550.0,-0.009307,0.335684,1.098478,0.050133,0.441769
115712,452,25.47,550.0,-0.028698,0.403149,1.098415,0.045653,1.348332
115968,453,25.47,550.0,0.028549,0.729829,1.098469,0.048973,1.367405
116224,454,25.46,550.0,-0.015089,0.384497,1.09844,0.048493,0.717247
116480,455,25.46,550.0,0.017994,0.218617,1.098431,0.047647,0.848082
116736,456,25.51,550.0,-0.0208,0.410799,1.098384,0.045584,0.991094
116992,457,25.51,550.0,-0.007999,0.161452,1.098392,0.047103,0.37718
117248,458,25.46,550.0,0.002923,0.475708,1.098371,0.04792,0.114158
117504,459,25.46,550.0,0.022969,0.292664,1.098387,0.049418,1.101553
117760,460,25.5,550.0,-0.01122,0.683423,1.098334,0.049262,0.583621
118016,461,25.5,550.0,-0.018225,0.563142,1.098307,0.048341,0.876687
118272,462,25.52,550.0,0.004957,0.238704,1.09826,0.046568,0.199958
118528,463,25.52,550.0,0.015285,0.245393,1.0983,0.048057,0.715042
118784,464,25.52,550.0,-0.041885,0.67092,1.098351,0.050492,2.017982
119040,465,25.51,550.0,0.012299,0.614326,1.098315,0.048271,0.537174
119296,466,25.51,550.0,0.017866,0.390622,1.098337,0.047911,0.837843
119552,467,25.55,550.0,-0.009936,0.526368,1.09834,0.048244,0.499669
119808,468,25.55,550.0,0.018041,0.214039,1.098347,0.047035,0.840992
120064,469,25.61,550.0,-0.025605,0.301674,1.09837,0.047474,1.171714
120320,470,25.61,550.0,-0.032885,0.433724,1.0984,0.047136,1.539383
120576,471,25.52,550.0,0.01071,0.290254,1.098421,0.047943,0.489441
120832,472,25.52,550.0,0.003375,0.11138,1.098446,0.048115,0.156673
121088,473,25.5,550.0,-0.020428,0.374157,1.098432,0.04707,0.921607
121344,474,25.5,550.0,0.010307,0.295642,1.098462,0.048104,0.485255
121600,475,25.52,550.0,-0.00454,0.400047,1.098459,0.048424,0.247912
121856,476,25.52,550.0,-0.019316,0.411762,1.098472,0.048118,0.86169
122112,477,25.54,550.0,-0.011962,0.389093,1.098473,0.047899,0.578052
122368,478,25.54,550.0,-0.000713,0.243344,1.098465,0.045683,0.045466
122624,479,25.54,550.0,0.021521,0.418672,1.098499,0.047433,0.9883
122880,480,25.57,550.0,-0.01089,0.213978,1.098488,0.046474,0.485329
123136,481,25.57,550.0,-0.007247,0.29977,1.098517,0.04765,0.326319
123392,482,25.51,550.0,0.006889,0.263171,1.098503,0.046973,0.293678
123648,483,25.51,550.0,0.017111,0.364927,1.098519,0.047434,0.769536
123904,484,25.49,550.0,-0.020051,0.434123,1.098512,0.047517,0.864627
124160,485,25.49,550.0,0.031542,0.49305,1.098513,0.04674,1.408584
124416,486,25.53,550.0,0.012907,0.260879,1.098504,0.046576,0.558358
124672,487,25.53,550.0,-0.000777,0.332688,1.09853,0.048219,0.054162
124928,488,25.51,550.0,-0.003251,0.326247,1.09852,0.047897,0.163367
125184,489,25.51,550.0,0.013957,0.644346,1.098528,0.047706,0.623451
125440,490,25.58,550.0,0.015555,0.388293,1.09852,0.04809,0.684885
125696,491,25.58,550.0,0.011841,0.217454,1.098501,0.0466,0.510064
125952,492,25.66,550.0,0.015638,0.619225,1.098513,0.047908,0.712671
126208,493,25.66,550.0,-0.011531,0.234834,1.098497,0.047984,0.550154
126464,494,25.66,550.0,0.000479,0.667557,1.098483,0.046569,0.058526
126720,495,25.7,550.0,-0.006702,0.293147,1.098503,0.048963,0.33017
126976,496,25.7,550.0,-0.022988,0.301948,1.098499,0.047474,1.096494
127232,497,25.67,550.0,-0.035103,0.553098,1.098469,0.045286,1.657218
127488,498,25.67,550.0,0.006276,0.440754,1.098509,0.048711,0.288928
127744,499,25.69,550.0,-0.01036,0.371539,1.098476,0.047715,0.515998
128000,500,25.69,550.0,-0.000669,0.16615,1.098495,0.048992,0.034954
128256,501,25.7,550.0,-0.005699,0.559457,1.098445,0.0471,0.29379
128512,502,25.7,550.0,-0.004293,0.204419,1.09847,0.048505,0.19562
128768,503,25.73,550.0,0.023081,0.647989,1.098446,0.047985,1.039825
129024,504,25.73,550.0,-0.008668,0.361099,1.098457,0.048272,0.395533
129280,505,25.76,550.0,-0.002382,0.402056,1.098444,0.048572,0.14966
129536,506,25.76,550.0,0.000184,0.215112,1.098433,0.047029,0.013492
129792,507,25.76,550.0,0.005708,0.252179,1.098472,0.049152,0.262636
130048,508,25.74,550.0,0.020155,0.392741,1.098403,0.046263,0.894296
130304,509,25.74,550.0,-0.014982,0.368402,1.098457,0.04868,0.647842
130560,510,25.71,550.0,0.011083,0.440715,1.098444,0.048096,0.479564
130816,511,25.71,550.0,-0.033395,0.517512,1.098437,0.046944,1.497698
131072,512,25.65,550.0,0.016461,0.541374,1.098429,0.047275,0.71954
131328,513,25.65,550.0,-0.025676,0.336885,1.098466,0.048837,1.10787
131584,514,25.58,550.0,0.009441,0.31723,1.098439,0.047605,0.411883
131840,515,25.58,550.0,-0.000262,0.37065,1.098486,0.049669,0.058845
132096,516,25.59,550.0,-0.014235,0.21221,1.098423,0.046861,0.644372
132352,517,25.59,550.0,-0.007466,0.265711,1.098422,0.046009,0.310842
132608,518,25.58,550.0,0.038744,0.671295,1.098391,0.045783,1.690299
132864,519,25.58,550.0,-0.011294,0.260133,1.098424,0.046702,0.493719
133120,520,25.57,550.0,0.017453,0.348242,1.098412,0.047066,0.72751
133376,521,25.57,550.0,0.002644,0.163146,1.09845,0.048499,0.114492
133632,522,25.57,550.0,0.034955,0.566953,1.098378,0.045334,1.52383
133888,523,25.59,550.0,0.028371,0.603949,1.09838,0.046019,1.241549
134144,524,25.59,550.0,-0.010663,0.457905,1.098401,0.045701,0.447642
134400,525,25.62,550.0,0.030749,0.474219,1.098387,0.045952,1.350854
134656,526,25.62,550.0,0.020065,0.398194,1.098468,0.049536,0.91785
134912,527,25.66,550.0,-0.000822,0.387143,1.098399,0.047729,0.067976
135168,528,25.66,550.0,4.4e-05,0.258111,1.098373,0.046374,0.030322
135424,529,25.63,550.0,-0.016524,0.295193,1.098349,0.046823,0.774213
135680,530,25.63,550.0,-0.02212,0.437528,1.098366,0.047376,1.009576
135936,531,25.59,550.0,-0.025964,0.424733,1.098395,0.050008,1.18329
136192,532,25.59,550.0,0.000162,0.360275,1.098426,0.050064,0.048102
136448,533,25.62,550.0,0.001042,0.228925,1.098346,0.046692,0.039232
136704,534,25.62,550.0,-0.009812,0.168164,1.098427,0.049212,0.448263
136960,535,25.58,550.0,0.008927,0.335697,1.098403,0.047937,0.38036
137216,536,25.58,550.0,-0.016352,0.489825,1.098469,0.04977,0.766915
137472,537,25.58,550.0,0.002498,0.205833,1.098461,0.047758,0.116942
137728,538,25.54,550.0,0.016124,0.488655,1.098461,0.047267,0.698836
137984,539,25.54,550.0,0.01113,0.400552,1.098507,0.048235,0.472101
138240,540,25.51,550.0,-0.011682,0.216871,1.098488,0.047313,0.532989
138496,541,25.51,550.0,0.019432,0.439974,1.098521,0.048496,0.873839
138752,542,25.5,550.0,0.001517,0.292173,1.09851,0.048817,0.058428
139008,543,25.5,550.0,-0.015607,0.307356,1.098529,0.049328,0.707712
139264,544,25.45,550.0,0.01402,0.335448,1.098489,0.046851,0.614042
139520,545,25.45,550.0,0.007618,0.581377,1.09852,0.0479,0.340796
139776,546,25.49,550.0,0.007557,0.312339,1.098505,0.047487,0.309274
140032,547,25.49,550.0,0.024571,0.466458,1.098515,0.046788,1.110439
140288,548,25.57,550.0,-0.00688,0.307989,1.098534,0.049441,0.343317
140544,549,25.57,550.0,-0.007438,0.27387,1.098544,0.048805,0.341617
140800,550,25.51,550.0,-0.031985,0.585008,1.09854,0.04753,1.420598
141056,551,25.51,550.0,0.021001,0.249138,1.098545,0.049881,0.965389
141312,552,25.51,550.0,-0.016384,0.21242,1.098548,0.048033,0.758105
141568,553,25.52,550.0,-0.037241,0.546489,1.098533,0.046501,1.645852
141824,554,25.52,550.0,0.004469,0.239009,1.098551,0.049651,0.214302
142080,555,25.44,550.0,-0.009754,0.553103,1.098545,0.049792,0.468033
142336,556,25.44,550.0,0.013922,0.293316,1.098549,0.048382,0.634323
142592,557,25.43,550.0,-0.015353,0.213654,1.098539,0.048149,0.674015
142848,558,25.43,550.0,0.009275,0.470894,1.098547,0.049411,0.425871
143104,559,25.36,550.0,0.006368,0.260388,1.098534,0.046302,0.273239
143360,560,25.36,550.0,0.02663,0.312164,1.098542,0.048325,1.204412
143616,561,25.34,550.0,-0.044914,0.677606,1.098532,0.044832,1.924302
143872,562,25.34,550.0,0.025827,0.609782,1.09854,0.046805,1.172756
144128,563,25.32,550.0,0.00506,0.323518,1.098537,0.048889,0.21613
144384,564,25.32,550.0,-0.002466,0.195325,1.098538,0.047343,0.106509
144640,565,25.32,550.0,0.058976,1.206545,1.098534,0.047849,2.729462
144896,566,25.36,550.0,-0.025756,0.508398,1.098525,0.04816,1.207212
145152,567,25.36,550.0,-0.013014,0.509601,1.098545,0.049655,0.616021
145408,568,25.31,550.0,0.003849,0.658068,1.098534,0.049542,0.170586
145664,569,25.31,550.0,-0.013626,0.342439,1.098548,0.050139,0.647641
145920,570,25.32,550.0,0.004249,0.300304,1.098523,0.047723,0.177794
146176,571,25.32,550.0,-0.014083,0.379749,1.098543,0.048584,0.647436
146432,572,25.34,550.0,0.001588,0.17131,1.098526,0.048642,0.070466
146688,573,25.34,550.0,-0.015049,0.285655,1.098538,0.04783,0.68454
146944,574,25.34,550.0,0.024296,0.51848,1.098518,0.049163,1.089647
147200,575,25.34,550.0,0.012084,0.27683,1.098532,0.047108,0.519118
147456,576,25.4,550.0,-0.000139,0.353912,1.09851,0.0485,0.035539
147712,577,25.4,550.0,-0.012522,0.389314,1.098522,0.048569,0.565679
147968,578,25.29,550.0,-0.032485,0.700282,1.098516,0.04468,1.465302
148224,579,25.29,550.0,0.014171,0.37448,1.098511,0.04882,0.601637
148480,580,25.29,550.0,-0.006716,0.201683,1.098512,0.048822,0.308233
148736,581,25.31,550.0,0.014261,0.259854,1.098511,0.047287,0.616691
148992,582,25.31,550.0,0.02461,0.456255,1.098524,0.04732,1.093598
149248,583,25.33,550.0,-0.027799,0.435558,1.098514,0.047003,1.186566
149504,584,25.33,550.0,0.023363,0.715713,1.098521,0.049237,1.035505
149760,585,25.3,550.0,0.005825,0.408842,1.098519,0.047612,0.242944
150016,586,25.3,550.0,0.015139,0.339321,1.098528,0.046401,0.647264
150272,587,25.29,550.0,-0.006601,0.838831,1.098518,0.048967,0.316918
150528,588,25.29,550.0,0.006484,0.139549,1.098532,0.048522,0.290893
150784,589,25.29,550.0,-0.017152,0.602481,1.098522,0.047869,0.792075
151040,590,25.29,550.0,0.021025,0.371768,1.098528,0.047971,0.916667
151296,591,25.31,550.0,-0.011033,0.359964,1.09851,0.047441,0.526387
151552,592,25.31,550.0,0.012029,0.480985,1.098526,0.048204,0.552618
151808,593,25.36,550.0,0.002521,0.231502,1.098517,0.048758,0.105462
152064,594,25.36,550.0,0.007164,0.305246,1.09853,0.049206,0.316137
152320,595,25.36,550.0,0.006326,0.308284,1.098521,0.047776,0.295383
152576,596,25.34,550.0,-0.016436,0.499556,1.098517,0.049429,0.783277
152832,597,25.34,550.0,-0.006221,0.20184,1.098519,0.048447,0.284182
153088,598,25.39,550.0,0.027615,0.670086,1.098498,0.047289,1.283222
153344,599,25.39,550.0,0.025718,0.605919,1.098526,0.049262,1.225627
153600,600,25.5,550.0,-0.024573,0.325468,1.098512,0.049854,1.194906
153856,601,25.5,550.0,0.017508,0.367621,1.098525,0.050178,0.806015
154112,602,25.54,550.0,-0.023706,0.487884,1.098503,0.048472,1.162777
154368,603,25.54,550.0,0.006836,0.216277,1.098522,0.04991,0.336338
154624,604,25.54,550.0,0.007199,0.316159,1.098498,0.048761,0.344964
154880,605,25.54,550.0,-0.006366,0.318283,1.098519,0.049492,0.297881
155136,606,25.47,550.0,-0.056161,1.195841,1.098492,0.046975,2.7459
155392,607,25.47,550.0,-0.007206,0.56104,1.098509,0.048584,0.354629
155648,608,25.47,550.0,-0.010794,0.450999,1.098519,0.049497,0.509691
155904,609,25.47,550.0,-0.011381,0.300059,1.098483,0.047796,0.564431
156160,610,25.47,550.0,0.002614,0.262785,1.0985,0.047588,0.12706
156416,611,25.47,550.0,-0.002446,0.330069,1.098494,0.048764,0.130184
156672,612,25.47,550.0,-0.047193,0.793451,1.098533,0.050543,2.155029
156928,613,25.43,550.0,0.007456,0.315924,1.098505,0.049436,0.329942
157184,614,25.43,550.0,-0.010149,0.252387,1.098511,0.047225,0.468592
157440,615,25.4,550.0,-0.026402,0.400187,1.098513,0.049557,1.236025
157696,616,25.4,550.0,0.027616,0.353584,1.098519,0.048871,1.207423
157952,617,25.37,550.0,0.008535,0.570509,1.098501,0.0482,0.36765
158208,618,25.37,550.0,0.003695,0.257665,1.098525,0.048827,0.166891
158464,619,25.42,550.0,0.031877,0.57219,1.098504,0.048227,1.36238
158720,620,25.42,550.0,0.030899,0.493441,1.098508,0.046606,1.372604
158976,621,25.41,550.0,-0.012784,0.368943,1.098511,0.048612,0.59267
159232,622,25.41,550.0,0.00069,0.27663,1.09852,0.048353,0.035132
159488,623,25.41,550.0,0.03436,0.582992,1.098516,0.049802,1.488274
159744,624,25.45,550.0,-0.007589,0.173423,1.098496,0.045215,0.348325
160000,625,25.45,550.0,0.021255,0.323862,1.098521,0.049542,0.965641
160256,626,25.45,550.0,0.014433,0.43178,1.098501,0.048192,0.63543
160512,627,25.45,550.0,0.031489,0.37594,1.098509,0.048622,1.384285
160768,628,25.43,550.0,-0.007134,0.351277,1.098495,0.049428,0.348987
161024,629,25.43,550.0,-0.022739,0.295534,1.098513,0.049535,1.056577
161280,630,25.45,550.0,0.012712,0.311245,1.098474,0.048613,0.548954
161536,631,25.45,550.0,0.000763,0.316023,1.098489,0.048515,0.03566
161792,632,25.45,550.0,-0.023032,0.53463,1.098476,0.049323,1.10145
162048,633,25.45,550.0,0.025101,0.983109,1.09849,0.049033,1.1882
162304,634,25.42,550.0,0.012044,0.645079,1.098478,0.049943,0.532352
162560,635,25.42,550.0,0.019986,0.272413,1.098463,0.048207,0.957807
162816,636,25.47,550.0,-0.034415,0.699717,1.098448,0.04902,1.685863
163072,637,25.47,550.0,0.040001,0.582738,1.098446,0.048316,1.951654
163328,638,25.47,550.0,-0.004796,0.243294,1.098465,0.049502,0.232967
163584,639,25.51,550.0,-0.040472,0.65896,1.098437,0.049042,2.01158
163840,640,25.51,550.0,0.016765,0.361849,1.09848,0.050253,0.835285
164096,641,25.52,550.0,-0.023161,0.399853,1.098415,0.047663,1.100584
164352,642,25.52,550.0,0.020198,0.411256,1.098471,0.050161,1.017199
164608,643,25.56,550.0,-0.021401,0.583853,1.098403,0.048656,1.083405
164864,644,25.56,550.0,-0.026905,0.582301,1.098392,0.047875,1.317569
165120,645,25.55,550.0,-0.024281,0.508102,1.098392,0.050423,1.194673
165376,646,25.55,550.0,-0.000384,0.449176,1.098369,0.048687,0.070362
165632,647,25.55,550.0,0.001785,0.268725,1.098368,0.050238,0.082792
165888,648,25.55,550.0,0.005979,0.176233,1.098391,0.050185,0.298591
166144,649,25.67,550.0,0.00434,0.352592,1.098358,0.050712,0.200752
166400,650,25.67,550.0,0.010564,0.253478,1.098312,0.049127,0.515817
166656,651,25.67,550.0,0.000498,0.341662,1.098251,0.048926,0.038426
166912,652,25.67,550.0,-0.015491,0.266799,1.098164,0.047249,0.712343
167168,653,25.67,550.0,0.028844,0.469626,1.098262,0.050395,1.433802
167424,654,25.7,550.0,-0.013192,0.402879,1.098104,0.049085,0.680838
167680,655,25.7,550.0,0.007527,0.228117,1.098135,0.049793,0.374099
167936,656,25.73,550.0,-0.018686,0.32703,1.098047,0.049852,0.89759
168192,657,25.73,550.0,-0.013597,0.365283,1.098086,0.049993,0.671287
168448,658,25.69,550.0,-0.010301,0.441644,1.097914,0.047754,0.514842
168704,659,25.69,550.0,-0.020917,0.313835,1.098011,0.048744,0.988774
168960,660,25.64,550.0,0.008793,0.547044,1.097909,0.047807,0.383354
169216,661,25.64,550.0,-0.003976,0.382106,1.098013,0.048754,0.188497
169472,662,25.66,550.0,-0.009551,0.364262,1.097838,0.046555,0.449106
169728,663,25.66,550.0,-0.000739,0.141613,1.098058,0.050037,0.036758
169984,664,25.62,550.0,-0.036689,0.590272,1.09791,0.048268,1.654208
170240,665,25.62,550.0,-0.013594,0.393634,1.097965,0.048631,0.616502
170496,666,25.62,550.0,-0.020071,0.448256,1.098046,0.050045,0.925864
170752,667,25.57,550.0,0.038202,0.99907,1.097966,0.048803,1.615627
171008,668,25.57,550.0,0.01633,0.209364,1.097986,0.047867,0.701645
171264,669,25.63,550.0,0.026651,0.513756,1.097924,0.047648,1.135266
171520,670,25.63,550.0,0.026917,0.419495,1.098,0.048229,1.1529
171776,671,25.66,550.0,0.008199,0.491454,1.097935,0.048129,0.325797
172032,672,25.66,550.0,0.024054,0.34945,1.097946,0.047839,1.033847
172288,673,25.69,550.0,0.007065,0.460297,1.09784,0.047359,0.287992
172544,674,25.69,550.0,0.004115,0.282525,1.097962,0.048987,0.168425
172800,675,25.66,550.0,-0.025078,0.87406,1.097776,0.04706,1.081249
173056,676,25.66,550.0,-0.028614,0.53962,1.097925,0.048951,1.248996
173312,677,25.6,550.0,0.013223,0.545671,1.097862,0.049048,0.566989
173568,678,25.6,550.0,0.032608,0.63487,1.097875,0.04896,1.388155
173824,679,25.71,550.0,0.007159,0.516876,1.097843,0.049813,0.314422
174080,680,25.71,550.0,-0.021825,0.395598,1.097776,0.049062,0.975651
174336,681,25.71,550.0,0.017552,0.248225,1.097746,0.0495,0.797735
174592,682,25.65,550.0,0.007388,0.621401,1.097576,0.048809,0.305035
174848,683,25.65,550.0,0.019379,0.267847,1.097528,0.048532,0.868106
175104,684,25.67,550.0,-0.025713,0.510733,1.097233,0.046766,1.132186
175360,685,25.67,550.0,-0.014589,0.228478,1.097406,0.049608,0.646033
175616,686,25.71,550.0,-0.013377,0.462315,1.097267,0.049524,0.641663
175872,687,25.71,550.0,-0.007332,0.432737,1.097264,0.049103,0.334263
176128,688,25.65,550.0,0.00418,0.484268,1.097223,0.049845,0.187107
176384,689,25.65,550.0,0.006329,0.185457,1.097275,0.050008,0.283742
176640,690,25.69,550.0,0.010207,0.312964,1.097151,0.049871,0.458348
176896,691,25.69,550.0,-0.006364,0.230897,1.097192,0.050573,0.312177
177152,692,25.71,550.0,-0.022795,0.725382,1.097036,0.050153,1.105201
177408,693,25.71,550.0,0.044916,0.69886,1.097036,0.049102,1.986244
177664,694,25.75,550.0,-0.009695,0.150813,1.096969,0.04906,0.450668
177920,695,25.75,550.0,0.001084,0.236415,1.097007,0.048643,0.051424
178176,696,25.75,550.0,0.035069,0.654433,1.097057,0.049134,1.523908
178432,697,25.82,550.0,0.030448,0.680826,1.096943,0.048629,1.40698
178688,698,25.82,550.0,-0.000453,0.230516,1.097017,0.048679,0.022271
178944,699,25.83,550.0,-0.033259,0.727531,1.096911,0.048954,1.516716
179200,700,25.83,550.0,0.014387,0.507347,1.097077,0.04985,0.640966
179456,701,25.79,550.0,0.000504,0.314531,1.096958,0.049674,0.051807
179712,702,25.79,550.0,0.033539,0.590356,1.096967,0.049316,1.564255
179968,703,25.88,550.0,0.005189,0.18989,1.09682,0.049378,0.230483
180224,704,25.88,550.0,0.026819,0.357078,1.096797,0.048644,1.194452
180480,705,25.87,550.0,-0.020655,0.521653,1.096863,0.050449,1.020588
180736,706,25.87,550.0,-0.002757,0.293654,1.097028,0.051225,0.141343
180992,707,25.84,550.0,0.0028,0.212435,1.096868,0.050381,0.122731
181248,708,25.84,550.0,0.012102,0.303021,1.096847,0.049055,0.571807
181504,709,25.91,550.0,0.00396,0.373541,1.096943,0.049946,0.188721
181760,710,25.91,550.0,-0.022221,0.408311,1.096757,0.048438,1.042456
182016,711,25.91,550.0,-0.034883,0.470195,1.097057,0.050715,1.63902
182272,712,25.87,550.0,-0.047911,1.010735,1.096995,0.050538,2.354483
182528,713,25.87,550.0,-0.013673,0.258866,1.09699,0.04917,0.647538
182784,714,25.85,550.0,0.008968,0.265349,1.096938,0.049384,0.421127
183040,715,25.85,550.0,0.009634,0.157639,1.097065,0.049206,0.439199
